,start_station_id,start_station_latitude,start_station_longitude,average_daily_rides
0,72,40.76727216,-73.99392888,5.642857142857143
1,79,40.71911552,-74.00666661,4.357142857142857
2,82,40.71117416,-74.00016545,2.185185185185185
3,83,40.68382604,-73.97632328,2.5714285714285716
4,116,40.74177603,-74.00149746,8.966666666666667
5,119,40.69608941,-73.97803415,1.1666666666666667
6,120,40.68676793,-73.95928168,1.9230769230769231
7,127,40.73172428,-74.00674436,8.433333333333334
8,128,40.72710258,-74.00297088,8.8
9,137,40.761628,-73.972924,2.814814814814815
10,143,40.69239502,-73.99337909,2.0869565217391304
11,144,40.69839895,-73.98068914,1.625
12,146,40.71625008,-74.0091059,3.7666666666666666
13,147,40.71542197,-74.01121978,7.833333333333333
14,150,40.7208736,-73.98085795,3.423076923076923
15,151,40.7218158,-73.99720307,9.8
16,152,40.71473993,-74.00910627,4.448275862068965
17,153,40.752062307,-73.9816324043,6.2
18,157,40.69089272,-73.99612349,3.238095238095238
19,160,40.748238,-73.978311,4.0344827586206895
20,161,40.72917025,-73.99810231,6.633333333333334
21,164,40.75323098,-73.97032517,4.555555555555555
22,167,40.7489006,-73.97604882,6.206896551724138
23,168,40.73971301,-73.99456405,8.566666666666666
24,173,40.76064679,-73.98442659,5.233333333333333
25,174,40.7381765,-73.97738662,4.0344827586206895
26,195,40.70905623,-74.01043382,5.266666666666667
27,212,40.74334935,-74.00681753,4.8
28,216,40.70037867,-73.99548059,2.1176470588235294
29,217,40.70277159,-73.99383605,2.125
30,218,40.69028437,-73.98707105,1.1904761904761905
31,223,40.73781509,-73.99994661,6.2
32,224,40.71146364,-74.00552427,3.5
33,225,40.74195138,-74.00803013,2.966666666666667
34,228,40.7546011026,-73.971878855,4.666666666666667
35,229,40.72743423,-73.99379025,5.5
36,232,40.69597683,-73.99014892,1.5789473684210527
37,233,40.69246277,-73.98963911,3.357142857142857
38,236,40.7284186,-73.98713956,5.931034482758621
39,237,40.73047309,-73.98672378,6.833333333333333
40,238,40.7361967,-74.00859207,4.033333333333333
41,239,40.69196566,-73.9813018,1.962962962962963
42,241,40.68981035,-73.97493121,1.7391304347826086
43,242,40.69788349,-73.97350332,1.4666666666666666
44,243,40.687979,-73.978474,3.259259259259259
45,244,40.69196035,-73.96536851,1.6956521739130435
46,245,40.69327018,-73.97703874,1.2666666666666666
47,247,40.73535397999999,-74.00483091,4.172413793103448
48,248,40.72185379,-74.00771779,1.8
49,249,40.71870987,-74.0090009,2.8214285714285716
50,250,40.72456089,-73.99565293,3.1724137931034484
51,251,40.72317958,-73.99480012,6.566666666666666
52,252,40.73226398,-73.99852205,4.413793103448276
53,253,40.73543934,-73.99453948,5.137931034482759
54,254,40.73532427,-73.99800419,4.533333333333333
55,257,40.71939226,-74.00247214,3.6333333333333333
56,258,40.68940747,-73.96885458,1.72
57,259,40.70122128,-74.01234218,2.586206896551724
58,260,40.70365182,-74.01167797,2.7
59,261,40.69474881,-73.98362464,2.2916666666666665
60,262,40.69178232,-73.97372989,1.75
61,263,40.71729,-73.996375,5.344827586206897
62,264,40.70706456,-74.00731853,4.896551724137931
63,265,40.72229346,-73.99147535,5.551724137931035
64,266,40.72368361,-73.97574812999999,1.75
65,267,40.75097711,-73.98765428,3.3703703703703702
66,268,40.71910537,-73.99973337,5.793103448275862
67,270,40.69308257,-73.97178913,2.0384615384615383
68,271,40.68528172,-73.97805813,3.5555555555555554
69,274,40.68691865,-73.976682,1.85
70,275,40.68650065,-73.96563307,1.1176470588235294
71,276,40.71748752,-74.0104554,3.4482758620689653
72,278,40.69766564,-73.98476437,1.2666666666666666
73,279,40.69986937,-73.98271933,1.5789473684210527
74,280,40.73331967,-73.99510132,4.833333333333333
75,281,40.7643971,-73.97371465,5.3
76,282,40.70827295,-73.96834101,1.5
77,284,40.7390169121,-74.0026376103,10.633333333333333
78,285,40.73454567,-73.99074142,12.0
79,289,40.6845683,-73.95881081,1.3076923076923077
80,290,40.76020258,-73.96478473,4.366666666666666
81,291,40.713126,-73.984844,2.8333333333333335
82,293,40.73028666,-73.9907647,15.233333333333333
83,294,40.73049393,-73.9957214,7.3
84,295,40.71406667,-73.99293911,2.56
85,296,40.71413089,-73.9970468,3.6666666666666665
86,297,40.734232,-73.986923,4.766666666666667
87,298,40.68683208,-73.9796772,1.2222222222222223
88,300,40.728145,-73.99021400000001,4.461538461538462
89,301,40.72217444,-73.98368779,5.233333333333333
90,302,40.72082834,-73.97793172,2.4782608695652173
91,303,40.72362738,-73.99949601,5.0
92,304,40.70463334,-74.01361706,3.4074074074074074
93,305,40.76095756,-73.96724467,6.137931034482759
94,306,40.70823502,-74.00530063,4.3
95,307,40.71427487,-73.98990025,5.103448275862069
96,308,40.71307916,-73.99851193,2.533333333333333
97,309,40.7149787,-74.013012,3.206896551724138
98,310,40.68926942,-73.98912867,3.037037037037037
99,311,40.7172274,-73.98802084,4.0
100,312,40.722055,-73.989111,5.37037037037037
101,313,40.69610226,-73.96751037,1.4090909090909092
102,314,40.69424674,-73.99215922,2.48
103,315,40.70355376999999,-74.00670227,3.793103448275862
104,316,40.70955958,-74.00653609,3.6296296296296298
105,317,40.72453734,-73.98185424,5.733333333333333
106,318,40.75320159,-73.9779874,10.333333333333334
107,319,40.71336124,-74.00937622,4.857142857142857
108,320,40.71743998,-74.00583475,3.6206896551724137
109,321,40.69991755,-73.98971773,1.0
110,322,40.696192,-73.991218,1.6818181818181819
111,323,40.69236178,-73.98631746,7.5
112,324,40.689888,-73.981013,2.8181818181818183
113,325,40.73624527,-73.98473765,5.933333333333334
114,326,40.72953837,-73.98426726,6.4
115,327,40.7153379,-74.01658354,8.066666666666666
116,328,40.72405549,-74.00965965,5.5
117,329,40.72043411,-74.01020609,5.833333333333333
118,330,40.71450451,-74.00562789,3.6666666666666665
119,331,40.71173107,-73.99193043,2.130434782608696
120,332,40.71219906,-73.97948148,2.56
121,334,40.74238787,-73.99726235,8.066666666666666
122,335,40.72903917,-73.99404649,5.466666666666667
123,336,40.73047747,-73.99906065,6.233333333333333
124,337,40.7037992,-74.00838676,2.12
125,339,40.72580614,-73.97422494,1.736842105263158
126,340,40.712690419999994,-73.98776323,2.0
127,341,40.71782143,-73.97628939,2.125
128,342,40.71739973,-73.98016555,2.3846153846153846
129,343,40.69794,-73.96986848,1.3571428571428572
130,344,40.6851443,-73.95380904,1.4375
131,345,40.73649403,-73.99704374,7.3
132,346,40.73652889,-74.00618026,5.266666666666667
133,347,40.72873888,-74.00748842,8.733333333333333
134,348,40.72490985,-74.00154702,5.7
135,349,40.71850211,-73.98329859,2.5384615384615383
136,350,40.71559509,-73.9870295,3.533333333333333
137,351,40.70530954,-74.00612572,3.75
138,352,40.76340613,-73.97722479,5.5
139,353,40.68539567,-73.97431458,1.8235294117647058
140,354,40.69363137,-73.96223558,1.7647058823529411
141,355,40.71602118,-73.99974372,4.766666666666667
142,356,40.71622644,-73.98261206,2.56
143,357,40.73261787,-73.99158043,4.172413793103448
144,358,40.73291553,-74.00711384,8.366666666666667
145,359,40.75510267,-73.97498696,5.0
146,360,40.70717935999999,-74.00887308,4.037037037037037
147,361,40.71605866,-73.99190759,4.413793103448276
148,362,40.75172632,-73.98753523,3.7333333333333334
149,363,40.70834698,-74.01713445,5.6
150,364,40.68900443,-73.96023854,1.6842105263157894
151,365,40.68223166,-73.9614583,1.6842105263157894
152,366,40.693261,-73.968896,2.2916666666666665
153,367,40.75828065,-73.97069431,4.758620689655173
154,368,40.73038599,-74.00214988,8.533333333333333
155,369,40.73224119,-74.00026394,4.206896551724138
156,372,40.694528,-73.958089,1.0
157,373,40.69331716,-73.95381995,1.411764705882353
158,375,40.72679453999999,-73.99695094,7.0
159,376,40.70862144,-74.00722156,3.576923076923077
160,377,40.72243797,-74.00566443,3.4074074074074074
161,379,40.749156,-73.9916,7.8
162,380,40.73401143,-74.00293877,11.233333333333333
163,382,40.73492695,-73.99200509,12.1
164,383,40.735238,-74.000271,4.230769230769231
165,384,40.68317813,-73.9659641,2.0
166,385,40.75797322,-73.96603308,3.4827586206896552
167,386,40.71494807,-74.00234482,3.0357142857142856
168,387,40.71273266,-74.0046073,6.266666666666667
169,388,40.749717753,-74.002950346,7.275862068965517
170,389,40.71044554000001,-73.96525063,1.5294117647058822
171,390,40.69221589,-73.9842844,1.5263157894736843
172,391,40.69760127,-73.99344559,3.5517241379310347
173,392,40.695065,-73.987167,1.5
174,393,40.72299208,-73.97995466,2.9615384615384617
175,394,40.72521311,-73.97768752,4.666666666666667
176,395,40.68807003,-73.98410637,2.8181818181818183
177,396,40.680342423,-73.9557689392,1.7142857142857142
178,397,40.68415748,-73.96922273,1.25
179,398,40.69165183,-73.9999786,1.7727272727272727
180,399,40.68851534,-73.9647628,1.736842105263158
181,400,40.71926081,-73.98178024,1.608695652173913
182,401,40.720195759999996,-73.98997825,7.2
183,402,40.7403432,-73.98955109,8.966666666666667
184,403,40.72502876,-73.99069656,4.344827586206897
185,404,40.7405826,-74.00550867,6.666666666666667
186,405,40.739323,-74.008119,5.7
187,406,40.69512845,-73.99595065,2.9583333333333335
188,407,40.700469,-73.991454,1.8095238095238095
189,408,40.71076228,-73.99400398,1.85
190,409,40.6906495,-73.95643107,1.3125
191,410,40.72066442,-73.98517977,5.766666666666667
192,411,40.72228087,-73.97668709,2.130434782608696
193,412,40.7158155,-73.99422366,3.25
194,414,40.70281858,-73.98765762,2.3214285714285716
195,415,40.7047177,-74.00926027,3.6
196,416,40.68753406,-73.97265183,2.0
197,417,40.71291224,-74.01020234,8.10344827586207
198,418,40.70224,-73.982578,1.5625
199,419,40.69580705,-73.97355569,2.0
200,420,40.68764484,-73.96968902,2.176470588235294
201,421,40.69573398,-73.97129668,1.1
202,422,40.770513,-73.988038,4.620689655172414
203,423,40.76584941,-73.98690506,3.36
204,426,40.71754834,-74.01322069,11.166666666666666
205,427,40.70251526,-74.01427023,3.392857142857143
206,428,40.72467721,-73.98783413,4.862068965517241
207,430,40.7014851,-73.98656928,3.1785714285714284
208,431,40.68864636,-73.98263429,1.1818181818181819
209,432,40.72621788,-73.98379855,5.866666666666666
210,433,40.72955361,-73.98057249,6.466666666666667
211,434,40.74317449,-74.00366443,4.642857142857143
212,435,40.74173969,-73.99415556,10.333333333333334
213,436,40.68216564,-73.95399026,1.4166666666666667
214,437,40.6809833854,-73.9500479759,1.2222222222222223
215,438,40.72779126,-73.98564945,5.551724137931035
216,439,40.7262807,-73.98978041,6.933333333333334
217,440,40.75255434,-73.97282625,4.423076923076923
218,441,40.756014,-73.967416,3.586206896551724
219,442,40.746647,-73.993915,6.448275862068965
220,443,40.70853074,-73.96408963,1.0909090909090908
221,444,40.7423543,-73.98915076,8.9
222,445,40.72740794,-73.98142006,5.1
223,446,40.74487634,-73.99529885,7.4
224,447,40.76370739,-73.9851615,5.6
225,448,40.75660359,-73.9979009,5.633333333333334
226,449,40.76461837,-73.98789473,3.2
227,450,40.76227205,-73.98788205,6.655172413793103
228,453,40.74475148,-73.99915362,6.333333333333333
229,454,40.75455731,-73.96592976,2.793103448275862
230,455,40.75001986,-73.96905301,3.0
231,456,40.7597108,-73.97402311,4.379310344827586
232,457,40.76695317,-73.98169333,7.866666666666666
233,458,40.751396,-74.005226,3.4615384615384617
234,459,40.746745,-74.007756,14.833333333333334
235,460,40.71285887,-73.96590294,2.05
236,461,40.73587678,-73.98205027,6.433333333333334
237,462,40.74691959,-74.00451887,8.366666666666667
238,463,40.74206539,-74.00443172,6.466666666666667
239,464,40.75934501,-73.96759673,5.04
240,465,40.75513557,-73.98658032,5.3
241,466,40.74395411,-73.99144871,7.6
242,467,40.68312489,-73.97895137,2.4642857142857144
243,468,40.7652654,-73.98192338,6.133333333333334
244,469,40.76344058,-73.98268129,6.689655172413793
245,470,40.74345335,-74.00004031,5.6
246,471,40.71286844,-73.95698119,2.3846153846153846
247,472,40.7457121,-73.98194829,8.133333333333333
248,473,40.72110063,-73.9919254,4.0
249,474,40.7451677,-73.98683077,5.733333333333333
250,475,40.73524276,-73.98758561,6.133333333333334
251,476,40.74394314,-73.97966069,8.366666666666667
252,477,40.75640548,-73.9900262,10.9
253,478,40.76030096,-73.99884222,4.766666666666667
254,479,40.76019252,-73.9912551,6.433333333333334
255,480,40.76669671,-73.99061728,3.857142857142857
256,481,40.71260486,-73.96264403,1.736842105263158
257,482,40.73935542,-73.99931783,6.7
258,483,40.73223272,-73.98889957,6.166666666666667
259,484,40.75500254,-73.98014437,3.6
260,485,40.75038009,-73.98338988,4.821428571428571
261,486,40.7462009,-73.98855723,6.833333333333333
262,487,40.73314259,-73.97573881,5.0
263,488,40.75645824,-73.99372222,8.2
264,489,40.75066386,-74.00176802,5.103448275862069
265,490,40.751551,-73.993934,8.1
266,492,40.75019995,-73.99093085,8.866666666666667
267,493,40.7568001,-73.98291153,4.535714285714286
268,494,40.74734825,-73.99723551,6.133333333333334
269,495,40.76269882,-73.99301222,4.137931034482759
270,496,40.73726186,-73.99238967,6.448275862068965
271,497,40.737049840000005,-73.99009296,14.8
272,498,40.74854862,-73.98808416,5.933333333333334
273,499,40.76915505,-73.98191841,9.1
274,500,40.76228826,-73.98336183,4.833333333333333
275,501,40.744219,-73.97121214,4.566666666666666
276,502,40.714215,-73.981346,3.08
277,503,40.73827428,-73.98751968,2.96
278,504,40.73221853,-73.98165557,6.466666666666667
279,505,40.74901271,-73.98848395,6.166666666666667
280,507,40.73912601,-73.97973776,7.2
281,508,40.76341379,-73.99667444,3.9655172413793105
282,509,40.745497300000004,-74.00197139,6.9
283,510,40.7606597,-73.98042047,4.620689655172414
284,511,40.72938685,-73.97772429,5.0
285,512,40.7500727,-73.99839279,4.333333333333333
286,513,40.768254,-73.988639,3.423076923076923
287,514,40.76087502,-74.00277668,4.827586206896552
288,515,40.76009437,-73.99461843,7.0
289,516,40.75206862,-73.96784384,1.9285714285714286
290,517,40.75149263,-73.97798848,8.8
291,518,40.74780373,-73.9734419,9.0
292,519,40.75188406,-73.97770164,15.833333333333334
293,520,40.75992262,-73.97648516,3.8846153846153846
294,521,40.75044999,-73.99481051,12.266666666666667
295,522,40.75714758,-73.97207836,4.172413793103448
296,523,40.75466591000001,-73.99138152,7.066666666666666
297,524,40.75527307,-73.98316936,5.464285714285714
298,525,40.75594159,-74.0021163,2.375
299,526,40.74765947,-73.98490707,3.857142857142857
300,527,40.74315566,-73.97434726,6.3
301,528,40.74290902,-73.97706058,8.066666666666666
302,529,40.7575699,-73.99098507,4.586206896551724
303,531,40.71893904,-73.99266288,5.241379310344827
304,532,40.710451,-73.960876,2.9285714285714284
305,533,40.75299641,-73.98721619,4.730769230769231
306,534,40.70255065,-74.0127234,2.2083333333333335
307,536,40.74144387,-73.97536082,4.551724137931035
308,537,40.74025878,-73.98409214,8.666666666666666
309,538,40.75795248,-73.97787642,2.9655172413793105
310,539,40.71534825,-73.96024116,2.8518518518518516
311,540,40.74147286,-73.98320928,7.733333333333333
312,545,40.736502,-73.97809472,6.166666666666667
313,546,40.74444921,-73.98303529,5.724137931034483
314,2000,40.70255088,-73.98940236,2.8620689655172415
315,2001,40.69892054,-73.97332996,1.0
316,2002,40.716887,-73.963198,2.68
317,2003,40.73416059,-73.98024289,5.357142857142857
318,2004,40.724399,-74.004704,3.923076923076923
319,2005,40.70531194,-73.97100056,1.6666666666666667
320,2006,40.76590936,-73.97634151,4.482758620689655
321,2008,40.70569254,-74.01677685,3.4
322,2009,40.71117444,-73.99682619,1.8181818181818181
323,2010,40.72165481,-74.00234737,3.1153846153846154
324,2012,40.739445,-73.976806,3.0
325,2017,40.75022392,-73.97121414,3.0
326,2021,40.75929124,-73.98859651,5.357142857142857
327,2022,40.75849116,-73.95920622,3.310344827586207
328,2023,40.75968085,-73.97031366,3.217391304347826
329,3002,40.711512,-74.015756,6.766666666666667
